id,project_id,template_id,status,file_key,error_message,created_at,completed_at,report_setting_id,tenant_id
23bcf46d-4543-45e8-8c11-59ebf158f767,2ff226e3-2603-40ce-8edc-22474c4a0edc,f332b29f-c4cd-40b6-ae96-648b18bc1a76,completed,reports/generated/23bcf46d-4543-45e8-8c11-59ebf158f767.docx,,2026-02-06 05:28:03.925,2026-02-06 05:28:09.011,,tenant-local-001
52634a80-0965-4da5-899d-0ad2795c35fd,2ff226e3-2603-40ce-8edc-22474c4a0edc,f332b29f-c4cd-40b6-ae96-648b18bc1a76,completed,reports/generated/52634a80-0965-4da5-899d-0ad2795c35fd.docx,,2026-02-06 06:09:00.903,2026-02-06 06:09:05.632,,tenant-local-001
31c89f61-3170-48db-a2a2-71025f4d0919,2ff226e3-2603-40ce-8edc-22474c4a0edc,f332b29f-c4cd-40b6-ae96-648b18bc1a76,failed,,"보고서 생성 실패: Opening and ending tag mismatch: p line 2 and rPr, line 2, column 1509 (<string>, line 2)",2026-02-06 10:06:26.11,2026-02-06 10:06:27.969,,tenant-local-001
b92326ea-9343-48fc-8980-c0e983b94bf5,2ff226e3-2603-40ce-8edc-22474c4a0edc,f332b29f-c4cd-40b6-ae96-648b18bc1a76,failed,,"보고서 생성 실패: Opening and ending tag mismatch: p line 2 and rPr, line 2, column 1509 (<string>, line 2)",2026-02-06 10:06:42.109,2026-02-06 10:06:43.53,,tenant-local-001
a98aca61-dc33-4598-b631-43d7defd6530,0c36b3be-9ef9-43c1-89da-b11f0d1daef4,f332b29f-c4cd-40b6-ae96-648b18bc1a76,completed,reports/generated/a98aca61-dc33-4598-b631-43d7defd6530.docx,,2026-02-23 16:40:06.841,2026-02-23 16:40:10.893,b20b8d56-a445-413e-bee9-37e00cde2e73,tenant-local-001
c6bb704f-2917-475d-b553-b06dab67bbfe,6316594e-4670-4182-9509-588328ef6eeb,f332b29f-c4cd-40b6-ae96-648b18bc1a76,completed,reports/generated/c6bb704f-2917-475d-b553-b06dab67bbfe.docx,,2026-02-23 16:58:52.64,2026-02-23 16:58:56.973,b20b8d56-a445-413e-bee9-37e00cde2e73,tenant-local-001
74b0f00d-fa9e-48f5-ab34-18432f256099,6316594e-4670-4182-9509-588328ef6eeb,f332b29f-c4cd-40b6-ae96-648b18bc1a76,completed,reports/generated/74b0f00d-fa9e-48f5-ab34-18432f256099.docx,,2026-02-23 17:00:51.678,2026-02-23 17:00:54.954,3931e2e1-0ff7-4f76-b0d0-059761defd37,tenant-local-001
40c547b2-0480-4cfc-ab7b-5ddc77624cc3,0c36b3be-9ef9-43c1-89da-b11f0d1daef4,f332b29f-c4cd-40b6-ae96-648b18bc1a76,completed,reports/generated/40c547b2-0480-4cfc-ab7b-5ddc77624cc3.docx,,2026-02-06 10:19:45.56,2026-02-06 10:19:47.104,,tenant-local-001
0cc8eb97-2d25-45ee-b71d-76ac801e7586,2ff226e3-2603-40ce-8edc-22474c4a0edc,f332b29f-c4cd-40b6-ae96-648b18bc1a76,completed,reports/generated/0cc8eb97-2d25-45ee-b71d-76ac801e7586.docx,,2026-02-06 10:23:46.93,2026-02-06 10:23:49.269,,tenant-local-001
ccf4e9f3-8d12-4560-89ae-e78b577fb0cc,2ff226e3-2603-40ce-8edc-22474c4a0edc,f332b29f-c4cd-40b6-ae96-648b18bc1a76,completed,reports/generated/ccf4e9f3-8d12-4560-89ae-e78b577fb0cc.docx,,2026-02-06 10:30:22.253,2026-02-06 10:30:24.783,,tenant-local-001
e97ecdf9-6064-4d20-9c7b-c2b885281207,2ff226e3-2603-40ce-8edc-22474c4a0edc,f332b29f-c4cd-40b6-ae96-648b18bc1a76,completed,reports/generated/e97ecdf9-6064-4d20-9c7b-c2b885281207.docx,,2026-02-06 10:43:17.236,2026-02-06 10:43:21.157,,tenant-local-001
37375652-71a3-4143-b205-54821a460d3b,0c36b3be-9ef9-43c1-89da-b11f0d1daef4,f332b29f-c4cd-40b6-ae96-648b18bc1a76,completed,reports/generated/37375652-71a3-4143-b205-54821a460d3b.docx,,2026-02-06 10:59:27.561,2026-02-06 10:59:30.59,,tenant-local-001
58607e9f-16b9-414c-8161-3430a0c50bb1,0c36b3be-9ef9-43c1-89da-b11f0d1daef4,f332b29f-c4cd-40b6-ae96-648b18bc1a76,completed,reports/generated/58607e9f-16b9-414c-8161-3430a0c50bb1.docx,,2026-02-06 11:06:10.572,2026-02-06 11:06:11.771,,tenant-local-001
1b787735-1db8-4025-b3c9-e0d72c08f50b,9d0d025b-ef1b-4c7d-b980-8266d1c7fc54,f332b29f-c4cd-40b6-ae96-648b18bc1a76,completed,reports/generated/1b787735-1db8-4025-b3c9-e0d72c08f50b.docx,,2026-02-19 05:03:07.256,2026-02-19 05:03:10.211,,tenant-local-001
d3d31d4f-62ef-4970-a87b-15cf383d874e,9d0d025b-ef1b-4c7d-b980-8266d1c7fc54,f332b29f-c4cd-40b6-ae96-648b18bc1a76,completed,reports/generated/d3d31d4f-62ef-4970-a87b-15cf383d874e.docx,,2026-02-19 05:06:27.079,2026-02-19 05:06:29.673,,tenant-local-001
9f35c3bd-4164-4033-b57d-fc23e475a0e6,0c36b3be-9ef9-43c1-89da-b11f0d1daef4,f332b29f-c4cd-40b6-ae96-648b18bc1a76,completed,reports/generated/9f35c3bd-4164-4033-b57d-fc23e475a0e6.docx,,2026-02-19 10:10:21.902,2026-02-19 10:10:25.098,,tenant-local-001
44535c92-23eb-4ae6-851b-e19c1421f245,0c36b3be-9ef9-43c1-89da-b11f0d1daef4,f332b29f-c4cd-40b6-ae96-648b18bc1a76,completed,reports/generated/44535c92-23eb-4ae6-851b-e19c1421f245.docx,,2026-02-19 10:19:16.28,2026-02-19 10:19:19.905,,tenant-local-001
141ccce5-7a78-4034-944e-98d1609efbc1,6316594e-4670-4182-9509-588328ef6eeb,f332b29f-c4cd-40b6-ae96-648b18bc1a76,completed,reports/generated/141ccce5-7a78-4034-944e-98d1609efbc1.docx,,2026-02-19 10:41:07.862,2026-02-19 10:41:11.172,,tenant-local-001
4b831cdc-91c6-4405-a5f3-c1fea0a86519,6316594e-4670-4182-9509-588328ef6eeb,f332b29f-c4cd-40b6-ae96-648b18bc1a76,completed,reports/generated/4b831cdc-91c6-4405-a5f3-c1fea0a86519.docx,,2026-02-25 08:25:45.702,2026-02-25 08:25:50.719,b20b8d56-a445-413e-bee9-37e00cde2e73,tenant-local-001
87aad589-12b2-49fb-8d71-d1f73651e9f7,0c36b3be-9ef9-43c1-89da-b11f0d1daef4,f332b29f-c4cd-40b6-ae96-648b18bc1a76,completed,reports/generated/87aad589-12b2-49fb-8d71-d1f73651e9f7.docx,,2026-02-27 06:55:29.38,2026-02-27 06:55:33.856,b20b8d56-a445-413e-bee9-37e00cde2e73,tenant-local-001
02e9436f-3b0a-4204-82f2-600d41ebe1ec,0c36b3be-9ef9-43c1-89da-b11f0d1daef4,f332b29f-c4cd-40b6-ae96-648b18bc1a76,completed,reports/generated/02e9436f-3b0a-4204-82f2-600d41ebe1ec.docx,,2026-02-27 07:19:08.462,2026-02-27 07:19:12.545,b20b8d56-a445-413e-bee9-37e00cde2e73,tenant-local-001
ce0ba70b-05fe-4a71-9b0f-b96d12c8d44d,a9c1ca39-a116-4ca1-b302-74de523606a5,f332b29f-c4cd-40b6-ae96-648b18bc1a76,completed,tenants/tenant-local-001/reports/generated/ce0ba70b-05fe-4a71-9b0f-b96d12c8d44d.docx,,2026-03-25 03:19:33.195,2026-03-25 03:19:47.828,b20b8d56-a445-413e-bee9-37e00cde2e73,tenant-local-001
