id,project_id,target_id,status,opened_at,clicked_at,submitted_at,tracking_token,send_status,sent_at,send_error,tenant_id
ce2503bb-2b1e-4ac5-b2c2-67d767f236c3,1401b2b1-6a81-4cd3-89f3-1e6b6a4651d3,b7b03441-96a4-42a8-90b5-e39a69b6412c,sent,,,,255f7b66-690e-4e4e-a27c-48dd8ce0cc75,pending,,,tenant-local-001
86bb31bc-a6a4-4890-baa5-9f925d1c8ec5,323bfe44-ceeb-4ce5-83dc-7064d4dde5d3,514b2891-dc4e-4497-bd5b-394538f15aec,submitted,2026-02-11 05:05:38.163,2026-02-11 05:05:38.163,2026-02-11 05:05:41.833,94fc79b6-ee79-45c8-a0f8-3b53201b926c,sent,2026-02-11 05:05:14.6,,tenant-local-001
96405812-1ca4-4de9-822c-0e33330f411e,1401b2b1-6a81-4cd3-89f3-1e6b6a4651d3,514b2891-dc4e-4497-bd5b-394538f15aec,sent,,,,08f788a4-aa63-45da-9477-60d8e30bf339,pending,,,tenant-local-001
234c45a0-1626-478b-b9ae-c0136f0f3a34,b46f38f0-b27e-4edc-a043-9f1cfeadb3cc,b7b03441-96a4-42a8-90b5-e39a69b6412c,sent,,,,69f2fcd0-3e82-4104-9e3c-dda83c9ee2d5,sent,2026-02-11 10:36:29.452,,tenant-local-001
2165a883-5220-45fc-891e-a8d7cfa432b6,b46f38f0-b27e-4edc-a043-9f1cfeadb3cc,514b2891-dc4e-4497-bd5b-394538f15aec,sent,,,,a3997eae-17ed-470e-bce2-9ff1e2793b62,sent,2026-02-11 10:36:32.791,,tenant-local-001
90afa00e-dca1-4f9a-9a03-82588f72a9eb,9848980e-9647-4bd3-a44f-bcf1f8ca6e74,b7b03441-96a4-42a8-90b5-e39a69b6412c,sent,,,,7c0f5dc9-3ff0-42f4-9a26-5f91642312c6,sent,2026-02-12 06:07:55.576,,tenant-local-001
263cd179-e280-4967-bd45-d38a0738db34,ac4626d5-9fd8-421a-ac10-5248e1a3df4f,34e6a2c4-7d93-4ae4-86ee-fc4d212eb8c9,submitted,2026-02-12 06:07:58.751,2026-02-12 06:07:58.751,2026-02-12 06:08:00.164,e9907d2e-1a94-4216-b83c-cc03f03ba530,sent,2026-02-12 05:59:15.406,,tenant-local-001
40c29f25-dfec-4222-8edc-89da065f7a30,d1007820-76b6-4459-9d8c-4f49a4f80950,34e6a2c4-7d93-4ae4-86ee-fc4d212eb8c9,sent,,,,17a1c457-16f0-4bd5-bab6-904d0a025644,pending,,,tenant-local-001
55252d1d-f530-424a-9b86-70c96fcae826,9c5fad41-4681-4907-adb8-33dd379e6846,514b2891-dc4e-4497-bd5b-394538f15aec,sent,,,,b6e0e5b5-f61b-4d63-8231-b1f9d011481f,pending,,,tenant-local-001
f8261a5d-d547-44e0-8b5c-401cbcdbba86,00bc3667-3f38-4cbf-8514-813489b7bae5,34e6a2c4-7d93-4ae4-86ee-fc4d212eb8c9,sent,,,,567bc8c9-be18-487d-ae76-b5e3a343f807,pending,,,tenant-local-001
19c95c7a-fd41-4eb5-8ae5-e7afe351b610,aeea958b-0258-49ba-87db-8b4c531437d0,514b2891-dc4e-4497-bd5b-394538f15aec,sent,,,,69427e4d-4396-4ab4-a0a5-5c1d025b510b,pending,,,tenant-local-001
3244962d-51fd-45dd-88a5-2f566c0b69a5,9d0d025b-ef1b-4c7d-b980-8266d1c7fc54,34e6a2c4-7d93-4ae4-86ee-fc4d212eb8c9,submitted,2026-02-19 03:33:26.532,2026-02-19 03:33:26.532,2026-02-19 05:05:38.963,6d40289b-bfae-458d-baff-aad968d0870a,sent,2026-02-19 03:33:09.878,,tenant-local-001
bf57bba9-88dc-4fa8-a65d-5451606773c6,0f00eb65-87d2-4433-a1de-dd4483ab3153,b7b03441-96a4-42a8-90b5-e39a69b6412c,sent,,,,2d1e6d46-0631-4ff7-aec2-4cc5656e810d,pending,,,tenant-local-001
a12f8daa-51c8-4c2a-a1f6-b4aabea4230f,c732bf95-0634-4b3a-9d47-cad63314fbb3,cc635c73-4dee-4ce2-ac57-9cd1aec8c539,sent,,,,03323923-39bf-4f06-b4a7-148588728f35,pending,,,tenant-local-001
460951e3-b158-48f9-9149-04a4b56cb7e9,c732bf95-0634-4b3a-9d47-cad63314fbb3,3d1a835b-8085-4c0e-9476-6430cfbe1850,sent,,,,bb19f096-84d0-4339-926b-c52857894162,pending,,,tenant-local-001
e3f09f57-3a4c-49ea-8159-c8ef2d2da22c,c732bf95-0634-4b3a-9d47-cad63314fbb3,02e1d0a8-1c5c-4a13-a2a6-593fcaf8c56f,sent,,,,77e74c15-66ed-459e-91c2-c49368c9d3a4,pending,,,tenant-local-001
5c513e62-f96d-4d80-9efb-a62adf4d436a,4859d8cc-bdb4-4a7d-bd60-9d864a47234f,34e6a2c4-7d93-4ae4-86ee-fc4d212eb8c9,sent,,,,933a583f-ce21-439b-905c-babba0eb2675,pending,,,tenant-local-001
aa428170-5957-4b36-8e0a-e7549f362fe4,5044fc74-365a-4489-b93f-7db9271f2e26,34e6a2c4-7d93-4ae4-86ee-fc4d212eb8c9,sent,,,,06a86d0e-f20c-436f-81dc-42bc9d689329,pending,,,tenant-local-001
1e549008-88bb-4176-be8d-4850927eda0f,b01cab91-3205-4f9b-bc39-b9e1c55e1ea3,b7b03441-96a4-42a8-90b5-e39a69b6412c,sent,,,,1e60a29f-f01e-4f2b-a6b6-0b1ab6af888a,sent,2026-03-05 10:43:06.256,,tenant-local-001
6d649048-8ecd-4b99-bb48-f939e1f9db6d,767b7255-5cdf-45f6-8237-eeeb7c5c139f,e8735ba2-b0c2-4a73-b660-dde18e235850,sent,,,,55e397c6-bda0-4b88-8e9c-fd7bad241ce2,pending,,,tenant-local-001
97c42860-ac4f-41ae-978b-68e992816afc,767b7255-5cdf-45f6-8237-eeeb7c5c139f,34e6a2c4-7d93-4ae4-86ee-fc4d212eb8c9,sent,,,,9ab564c4-e157-4ad4-99ae-3a7ffe9e6a6d,pending,,,tenant-local-001
394b349c-9f0a-489c-bd4f-ec9f22e7630b,767b7255-5cdf-45f6-8237-eeeb7c5c139f,514b2891-dc4e-4497-bd5b-394538f15aec,test,,,,b55e60f9-7ed9-4fce-99f7-c1abc838e258,sent,2026-03-06 08:22:37.905,,tenant-local-001
78bef483-b64b-4485-9e6d-fd60e29978b5,96f2026f-6b5a-4aa7-95e6-58af4b800bee,b7b03441-96a4-42a8-90b5-e39a69b6412c,sent,,,,7d4613b1-dc83-4c13-b382-c56478dc1368,sent,2026-03-16 07:13:47.799,,tenant-local-001
31b48c59-3031-4c64-9338-4d3aa76776dd,1401b2b1-6a81-4cd3-89f3-1e6b6a4651d3,34e6a2c4-7d93-4ae4-86ee-fc4d212eb8c9,sent,,,,25014a88-7753-46e6-887f-045d26e69ea5,pending,,,tenant-local-001
b423c96c-401d-4a8f-87a2-5eb9f383cdeb,323bfe44-ceeb-4ce5-83dc-7064d4dde5d3,b7b03441-96a4-42a8-90b5-e39a69b6412c,sent,,,,590808fc-605d-4224-a2dc-e621b3519428,sent,2026-02-11 05:05:18.042,,tenant-local-001
58bb6640-30bb-4f02-b589-4644509b1175,b46f38f0-b27e-4edc-a043-9f1cfeadb3cc,34e6a2c4-7d93-4ae4-86ee-fc4d212eb8c9,clicked,2026-02-11 10:36:44.458,2026-02-11 10:36:44.458,,e3d5952b-602b-41e6-8cf8-87c1cb5a02b1,sent,2026-02-11 10:36:36.312,,tenant-local-001
e44d8227-0919-419e-8141-743fde2f8e84,6eb19de7-f963-4e7a-8765-7ea2caab1df8,b7b03441-96a4-42a8-90b5-e39a69b6412c,sent,,,,5f08e2bf-b16c-4033-a6c3-2fc26c88052a,pending,,,tenant-local-001
a85bcf33-493e-4459-ae51-bf534a527389,4859d8cc-bdb4-4a7d-bd60-9d864a47234f,9de420a6-da56-4cbc-b166-c49cd481d9c5,sent,,,,c24e53cd-208d-4708-84d8-ddc6cef1807f,pending,,,tenant-local-001
6c5567d9-de6f-4f8a-879c-d42c1e34a8f5,4859d8cc-bdb4-4a7d-bd60-9d864a47234f,cc635c73-4dee-4ce2-ac57-9cd1aec8c539,sent,,,,d3f3824b-f8e6-4d61-aee3-06a1407e27b4,pending,,,tenant-local-001
d19bbe4f-929a-4c73-83db-6e4a78e7ea0d,4859d8cc-bdb4-4a7d-bd60-9d864a47234f,02e1d0a8-1c5c-4a13-a2a6-593fcaf8c56f,sent,,,,b4400008-fa3c-44cf-bc25-8f2243353045,pending,,,tenant-local-001
63cd35a9-b84d-4f25-960f-1bf9eb2dddd7,4859d8cc-bdb4-4a7d-bd60-9d864a47234f,e589bb5b-6906-4e47-af38-bf9fedb329ff,sent,,,,61e53762-6030-4dfb-9e8e-36850a8dc883,pending,,,tenant-local-001
85489f3e-01a4-4b6a-80a8-43ad2fd01dc3,4859d8cc-bdb4-4a7d-bd60-9d864a47234f,3d1a835b-8085-4c0e-9476-6430cfbe1850,sent,,,,9078999b-d5cf-413f-988f-3711d05cfc9f,pending,,,tenant-local-001
9b6e41ac-cace-4fdf-99a4-81eebb0872b8,c257db9f-2ba6-4bff-b022-867e2c1c4c6a,34e6a2c4-7d93-4ae4-86ee-fc4d212eb8c9,sent,,,,2736000d-b950-404f-b603-de5d2d23ddc4,pending,,,tenant-local-001
47fa3889-3a3f-4651-8981-eac86867b1f9,c257db9f-2ba6-4bff-b022-867e2c1c4c6a,02e1d0a8-1c5c-4a13-a2a6-593fcaf8c56f,sent,,,,b26bb46e-3fa6-47d4-a719-c3ee50f550ed,pending,,,tenant-local-001
d3f70909-315e-40e5-835c-f7d839aa0941,c257db9f-2ba6-4bff-b022-867e2c1c4c6a,9de420a6-da56-4cbc-b166-c49cd481d9c5,sent,,,,fc10e09b-1967-454e-9bef-f61979acfe5a,pending,,,tenant-local-001
3c0f1e50-801d-4401-9949-82e404955113,c257db9f-2ba6-4bff-b022-867e2c1c4c6a,3d1a835b-8085-4c0e-9476-6430cfbe1850,sent,,,,dc85c640-3bd8-42c2-88b7-fa88101aa3ec,pending,,,tenant-local-001
54aff6c0-6ae9-4c57-b4b0-9ced69a77eea,c257db9f-2ba6-4bff-b022-867e2c1c4c6a,e589bb5b-6906-4e47-af38-bf9fedb329ff,sent,,,,62e9ecec-7e37-4f97-92b6-d5678d0b56cb,pending,,,tenant-local-001
af9b1846-a308-477a-a995-e24cc7143b16,c257db9f-2ba6-4bff-b022-867e2c1c4c6a,cc635c73-4dee-4ce2-ac57-9cd1aec8c539,sent,,,,80fbccb0-df21-4b73-a01a-2ca707f12623,pending,,,tenant-local-001
e24be3ec-3b74-422f-9705-1e5bfe8b0f70,c257db9f-2ba6-4bff-b022-867e2c1c4c6a,514b2891-dc4e-4497-bd5b-394538f15aec,test,,,,978bee8c-c53e-412f-9c5b-35abaea114d0,pending,,,tenant-local-001
babc396f-1386-4c6f-903a-908a79507966,af442efc-2e60-4988-8d4d-9ed2dc60a280,34e6a2c4-7d93-4ae4-86ee-fc4d212eb8c9,sent,,,,2a07a5b6-f80c-444d-9565-f14fb69340e6,pending,,,tenant-local-001
eaf02315-06ac-43de-a98c-90579dc669d7,af442efc-2e60-4988-8d4d-9ed2dc60a280,9de420a6-da56-4cbc-b166-c49cd481d9c5,sent,,,,a8a53eb0-8fb5-4c5e-9bfb-b4fe5f32e302,pending,,,tenant-local-001
904761bc-5140-4f0a-b336-e73bd572a453,af442efc-2e60-4988-8d4d-9ed2dc60a280,e589bb5b-6906-4e47-af38-bf9fedb329ff,sent,,,,2c6a295e-09da-426c-98ba-58cec2b72497,pending,,,tenant-local-001
570df156-3f07-4729-82af-c2e8519ef1eb,af442efc-2e60-4988-8d4d-9ed2dc60a280,3d1a835b-8085-4c0e-9476-6430cfbe1850,sent,,,,290e2437-da5e-4b17-a086-49b8ed8bf8a2,pending,,,tenant-local-001
c4a1d8f7-8ea2-450a-a635-418fa674598c,af442efc-2e60-4988-8d4d-9ed2dc60a280,cc635c73-4dee-4ce2-ac57-9cd1aec8c539,sent,,,,5a9586e9-dcd0-46a9-9698-49b0904b2591,pending,,,tenant-local-001
3c16597a-a868-4f08-9f0a-52a4bdd13112,ac4626d5-9fd8-421a-ac10-5248e1a3df4f,b7b03441-96a4-42a8-90b5-e39a69b6412c,sent,,,,c057a9a0-6a1b-4b38-a928-d07e56876687,sent,2026-02-12 05:59:18.739,,tenant-local-001
6d9c5bef-a08f-44ce-bfb7-e7901b7a085c,ef451ed3-94bc-49c2-aa64-4c6304897396,34e6a2c4-7d93-4ae4-86ee-fc4d212eb8c9,sent,,,,9cef51ed-1af3-467c-aad4-900453de9364,pending,,,tenant-local-001
cc782a15-ddea-40a4-ac81-2054d155d612,feec75ff-af51-4a3f-830f-042a26607c85,34e6a2c4-7d93-4ae4-86ee-fc4d212eb8c9,sent,,,,5414db8f-c823-44c0-be73-2126a827ac95,pending,,,tenant-local-001
db68e646-4b2e-424a-a91c-e3ea80a01aca,feec75ff-af51-4a3f-830f-042a26607c85,514b2891-dc4e-4497-bd5b-394538f15aec,test,,,,42504ad0-0ede-4a1e-856c-0e41c95a534b,sent,2026-02-13 05:43:26.463,,tenant-local-001
3a2b2c01-e174-417b-b525-0367ddafaae5,00bc3667-3f38-4cbf-8514-813489b7bae5,34e6a2c4-7d93-4ae4-86ee-fc4d212eb8c9,test,,,,50a13e23-10e7-42e1-a327-7538ab8eca0b,sent,2026-02-13 05:45:31.653,,tenant-local-001
8143d431-1118-44e6-87da-7f2fb01a0a4a,6eb19de7-f963-4e7a-8765-7ea2caab1df8,514b2891-dc4e-4497-bd5b-394538f15aec,sent,,,,45539e94-3167-42b1-96bc-d0e3fe16d269,pending,,,tenant-local-001
5d88bdbc-f442-42fc-b645-9ec4cfd93c9b,f7ba3d55-6c63-458f-a0e0-754e07a200df,34e6a2c4-7d93-4ae4-86ee-fc4d212eb8c9,sent,,,,63c08bf6-d333-42c3-aedf-1ea718b8e8b5,sent,2026-02-12 05:57:56.131,,tenant-local-001
64b19c62-4a43-4a52-a816-c6d72e623d9a,f7ba3d55-6c63-458f-a0e0-754e07a200df,b7b03441-96a4-42a8-90b5-e39a69b6412c,sent,,,,ea81da1f-d5a6-43cb-83b0-dd543887a39e,sent,2026-02-12 05:57:59.987,,tenant-local-001
429c1f36-6d52-4c15-a3cc-e98e42ee615e,9848980e-9647-4bd3-a44f-bcf1f8ca6e74,34e6a2c4-7d93-4ae4-86ee-fc4d212eb8c9,submitted,2026-02-12 06:08:06.952,2026-02-12 06:08:06.952,2026-02-12 06:08:08.458,20591bb2-8d0a-418c-81a3-78b23f7750f5,sent,2026-02-12 06:07:59.015,,tenant-local-001
032477c4-54a9-4988-844f-d870513083ff,9c5fad41-4681-4907-adb8-33dd379e6846,34e6a2c4-7d93-4ae4-86ee-fc4d212eb8c9,sent,,,,8f5fd15c-09ca-47fb-bcf5-de186efdf949,pending,,,tenant-local-001
d7906511-88bb-461f-a486-9a8b72eada45,feec75ff-af51-4a3f-830f-042a26607c85,514b2891-dc4e-4497-bd5b-394538f15aec,sent,,,,52f77b09-7ec6-424f-b22f-fb98330c3e09,pending,,,tenant-local-001
bff3ae10-4bdd-4d8e-a593-4a727dab57e6,aeea958b-0258-49ba-87db-8b4c531437d0,b7b03441-96a4-42a8-90b5-e39a69b6412c,sent,,,,93cd81f9-7e45-4db3-9e55-d0c1a6215382,pending,,,tenant-local-001
ade0e4ef-0f76-4f65-827a-3e1563f0db6e,5c8b2042-92b3-4b5e-8de6-2251556b82c0,b7b03441-96a4-42a8-90b5-e39a69b6412c,sent,,,,ea9bf75f-6851-4216-a517-11a7b2f11288,sent,2026-02-13 06:07:44.008,,tenant-local-001
68e682f8-14f0-48e5-849f-51915bea17a5,5c8b2042-92b3-4b5e-8de6-2251556b82c0,34e6a2c4-7d93-4ae4-86ee-fc4d212eb8c9,clicked,2026-02-13 06:10:32.237,2026-02-13 06:10:32.237,,d433a657-cf4b-4e81-a23d-ff67d6c60554,sent,2026-02-13 06:07:40.567,,tenant-local-001
21d58131-8f4d-4d17-8c1c-6bbb5c2a3675,6316594e-4670-4182-9509-588328ef6eeb,34e6a2c4-7d93-4ae4-86ee-fc4d212eb8c9,submitted,2026-02-19 07:34:10.973,2026-02-19 07:34:10.973,2026-02-19 07:34:22.7,e9aff4bd-24b2-4ac4-a48c-689f1c56bec8,sent,2026-02-19 07:33:47.806,,tenant-local-001
4c8dd9a6-0127-4c28-ba82-501163cf67ee,af442efc-2e60-4988-8d4d-9ed2dc60a280,02e1d0a8-1c5c-4a13-a2a6-593fcaf8c56f,sent,,,,ced4d598-4d41-4b83-971f-8365401300e7,pending,,,tenant-local-001
c3eba19c-631f-45bf-99e1-3ec904ce5293,dbc71773-628d-4a9a-bdf6-a071b34e452f,514b2891-dc4e-4497-bd5b-394538f15aec,sent,,,,5f6683dc-5899-49b3-b7dc-20618eacff06,pending,,,tenant-local-001
a5907a93-1524-4e4d-8e4b-06c62247601d,dbc71773-628d-4a9a-bdf6-a071b34e452f,34e6a2c4-7d93-4ae4-86ee-fc4d212eb8c9,sent,,,,fef7eb58-c644-49cf-b8a5-1b38a5c6662d,pending,,,tenant-local-001
ec37cf69-db2d-49f3-83ff-ce334a853a17,dbc71773-628d-4a9a-bdf6-a071b34e452f,e589bb5b-6906-4e47-af38-bf9fedb329ff,sent,,,,f7ac30d1-32da-45a5-8f35-ae1bf7be237a,pending,,,tenant-local-001
629e14cd-661f-4614-8bd7-d0acf7f7b5e3,dbc71773-628d-4a9a-bdf6-a071b34e452f,02e1d0a8-1c5c-4a13-a2a6-593fcaf8c56f,sent,,,,27e14d79-ec37-4304-a4b6-dbc1820e0565,pending,,,tenant-local-001
66b8f15d-d696-4815-b433-b6430f0db3c6,dbc71773-628d-4a9a-bdf6-a071b34e452f,9de420a6-da56-4cbc-b166-c49cd481d9c5,sent,,,,4401bcea-2fbb-4671-afec-7eea9d6d7135,pending,,,tenant-local-001
b9c79bd9-3f82-4382-bb41-74ee40301bc8,dbc71773-628d-4a9a-bdf6-a071b34e452f,cc635c73-4dee-4ce2-ac57-9cd1aec8c539,sent,,,,e5f4423e-2d55-48ac-b797-a8010f393d30,pending,,,tenant-local-001
6e451236-609f-4ca6-841f-3363fa6cd3b4,0f00eb65-87d2-4433-a1de-dd4483ab3153,514b2891-dc4e-4497-bd5b-394538f15aec,test,,,,9507a599-685e-47bc-9882-c1fda9bdca32,sent,2026-03-04 05:51:51.097,,tenant-local-001
a77c0071-2948-4421-a2d9-1274529f0e10,5044fc74-365a-4489-b93f-7db9271f2e26,b7b03441-96a4-42a8-90b5-e39a69b6412c,sent,,,,1481070b-6ad1-47ee-9c4b-ea2e267e16e2,pending,,,tenant-local-001
e039e5fc-21e4-48f4-86bc-d6620e282efd,5044fc74-365a-4489-b93f-7db9271f2e26,514b2891-dc4e-4497-bd5b-394538f15aec,sent,,,,d622669a-d85d-414f-b41e-e4ee0b2c98ef,pending,,,tenant-local-001
62a7c0d0-8eaa-4a70-a926-d16e0b6034b2,767b7255-5cdf-45f6-8237-eeeb7c5c139f,b7b03441-96a4-42a8-90b5-e39a69b6412c,sent,,,,9ff61964-69d3-4959-8508-a08ddc324db8,pending,,,tenant-local-001
c2dd15b0-65ed-4646-a650-acb41f80b8b9,96f2026f-6b5a-4aa7-95e6-58af4b800bee,34e6a2c4-7d93-4ae4-86ee-fc4d212eb8c9,clicked,2026-03-16 07:14:00.662,2026-03-16 07:14:00.662,,a8a2e3a9-3667-44a2-bb12-5bb19836c096,sent,2026-03-16 07:13:54.575,,tenant-local-001
5e696caf-0521-4893-8529-28dc4182d504,dbc71773-628d-4a9a-bdf6-a071b34e452f,3d1a835b-8085-4c0e-9476-6430cfbe1850,sent,,,,d10df25e-d7c6-4212-93ca-c9de757f0ced,pending,,,tenant-local-001
0842b41b-a35a-4b11-8493-d4fadb40ec32,d98357c2-fae3-4867-b6fb-a688bd26bcf0,514b2891-dc4e-4497-bd5b-394538f15aec,sent,,,,62dd5e37-25e2-4713-b3de-137a750f95fe,pending,,,tenant-local-001
b0df9a94-36d3-42e0-a324-da9c2fbfda20,d98357c2-fae3-4867-b6fb-a688bd26bcf0,34e6a2c4-7d93-4ae4-86ee-fc4d212eb8c9,sent,,,,c39133f6-1788-49a7-96f2-43b154f29f2c,pending,,,tenant-local-001
014be3e2-718d-47e8-8b27-98a0aa127506,d98357c2-fae3-4867-b6fb-a688bd26bcf0,e589bb5b-6906-4e47-af38-bf9fedb329ff,sent,,,,530900f4-4b2a-4f3b-8d4d-c327ec82f106,pending,,,tenant-local-001
cc063df4-75e1-4660-abcb-8708578c95d8,d98357c2-fae3-4867-b6fb-a688bd26bcf0,02e1d0a8-1c5c-4a13-a2a6-593fcaf8c56f,sent,,,,699b6548-6b65-4942-be59-99a27c1fba9e,pending,,,tenant-local-001
ddd4ec2f-bb92-404d-a7d2-20f70047e6f3,d98357c2-fae3-4867-b6fb-a688bd26bcf0,3d1a835b-8085-4c0e-9476-6430cfbe1850,sent,,,,18dddaae-5984-4df0-91ab-909233e386dd,pending,,,tenant-local-001
2169d829-c2d6-457c-8208-b5cc318a9dd8,d98357c2-fae3-4867-b6fb-a688bd26bcf0,cc635c73-4dee-4ce2-ac57-9cd1aec8c539,sent,,,,096ecc62-3d51-4ecc-917a-c27a503dafe0,pending,,,tenant-local-001
ebbbbd87-01de-494d-b5b5-e5981d8947fe,d98357c2-fae3-4867-b6fb-a688bd26bcf0,9de420a6-da56-4cbc-b166-c49cd481d9c5,sent,,,,3c907456-05c6-48a1-bf65-b4b1fe9be2ea,pending,,,tenant-local-001
